id;manufacturer_name;reference;supplier_reference;ean13;description.language
2113;Natural Dog Snacks;2325;2325;8,43512E+12;"<P>Alimento complementario para perros. </P>
<P><STRONG>Composición</STRONG>: Salmón 81%, Glicerina 4,7%, Proteínas vegetales (Haba de Soja) 4%, Sorbitol 3%, Almidón de maíz 3%, Harina de trigo 2%, Colágeno 2%, Sal 0,2%. Aditivos: Sorbato de potasio 0,1% (1k202). </P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína cruda 25%, Grasa cruda 4%, Fibra cruda 1%, Materia inorgánica 5%, Humedad 18%. </P>
<P><STRONG>Instrucciones de alimentación:</STRONG> Suministrar como un premio en cualquier momento, dentro de una dieta equilibrada. Los perros deben estar bajo supervisión mientras comen. Mantener en lugar fresco y seco. Suministrar siempre agua en abundancia. </P>
<P>NO APTO PARA CONSUMO HUMANO.</P>"
2123;FreshHome;1400;1400;8,43512E+12;"<P><STRONG>Composición</STRONG>: 97% pollo fresco en su salsa, boniato, guisantes, zanahoria, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). </P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 16,4%, Grasa bruta: 8,2%, Fibra bruta: 0,72%, Ceniza bruta: 0,7%, Humedad: 74,08%. Energía metabolizable/Kg: 1356 kcal - 5674 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera.</STRONG> </LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. </LI>
<LI><STRONG>Cocinado lentamente</STRONG>, conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad</STRONG>. Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío</STRONG>. No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad</STRONG>. Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal</STRONG>. Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac.</STRONG> Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2124;FreshHome;1401;1401;8,43512E+12;"<P><STRONG>Composición:</STRONG> 97% pato fresco en su salsa, boniato, guisantes, zanahoria, perejil, cúrcuma, tomate, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). </P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 16,8%, Grasa bruta: 8,5%, Fibra bruta: 0,8%, Ceniza bruta: 0,9%, Humedad: 73,8%. Energía metabolizable/Kg: 1401 kcal - 5862 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera.</STRONG> </LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free</STRONG>. Perfecta para perros con estómagos sensibles o alergias. Cocinado lentamente, conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad</STRONG>. Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío.</STRONG> No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad</STRONG>. Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal</STRONG>. Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac</STRONG>. Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2125;FreshHome;1402;1402;8,43512E+12;"<P><STRONG>Composición:</STRONG> 97% cerdo fresco en su salsa, guisantes, zanahorias, boniato, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). </P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 12,3%, Grasa bruta: 8,2%, Fibra bruta: 0,72%, Ceniza bruta: 0,7%, Humedad: 78,8%. Energía metabolizable/Kg: 1230 kcal - 5146 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera. </STRONG></LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. Cocinado lentamente, conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad</STRONG>. Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío.</STRONG> No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal</STRONG>. Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac</STRONG>. Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2126;FreshHome;1403;1403;8,43512E+12;"<P><STRONG>Composición:</STRONG> 97% oreja de cerdo fresca en su salsa, guisantes, zanahorias, boniato, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5).</P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 12,2%, Grasa bruta: 13,3%, Fibra bruta: 0,7%, Ceniza bruta: 0,7%, Humedad: 73,8%. Energía metabolizable/Kg: 1657 kcal - 6933 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera. </STRONG></LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. </LI>
<LI><STRONG>Cocinado lentamente,</STRONG> conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad</STRONG>. Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. Práctico y sin frío. No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal</STRONG>. Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac.</STRONG> Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2127;FreshHome;1404;1404;8,43512E+12;"<P><STRONG>Composición:</STRONG> 97% atún fresco en su salsa, zanahoria, guisantes, calabaza, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). <STRONG></STRONG></P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 19,8%, Grasa bruta: 0,9%, Fibra bruta: 1,4%, Ceniza bruta: 0,7%, Humedad: 76,7%. Energía metabolizable/Kg: 893 kcal - 3736 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera. </STRONG></LI>
<LI><STRONG>Con un 97% de pescado fresco</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. </LI>
<LI><STRONG>Cocinado lentamente,</STRONG> conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad</STRONG>. Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío</STRONG>. No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal.</STRONG> Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac</STRONG>. Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2128;FreshHome;1405;1405;8,43512E+12;"<P><STRONG>Composición</STRONG>: 97% carne fresca de ternera en su salsa, boniato, guisantes, zanahoria, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). </P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 12,5%, Grasa bruta: 8,3%, Fibra bruta: 0,74%, Ceniza bruta: 0,8%, Humedad: 77,7%. Energía metabolizable/Kg: 1245 kcal - 5211 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera.</STRONG> </LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. </LI>
<LI><STRONG>Cocinado lentamente</STRONG>, conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad.</STRONG> Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío.</STRONG> No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal</STRONG>. Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac.</STRONG> Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2129;FreshHome;1406;1406;8,43512E+12;"<UL>
<LI><STRONG>Auténtica cocina casera. </STRONG>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. 
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. 
<LI><STRONG>Cocinado lentamente,</STRONG> conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. 
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. 
<LI><STRONG>Máxima digestibilidad</STRONG>. Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. 
<LI><STRONG>Práctico y sin frío.</STRONG> No necesita refrigeración ni congelación: siempre listo para servir. 
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. 
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal</STRONG>. Pensada para cubrir todas las necesidades de tu perro. 
<LI><STRONG>Envase con Tecnología patentada OpenVac.</STRONG> Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos.</LI></UL>
<P><STRONG>Estofado de Pollo.</STRONG> Composición: 97% pollo fresco en su salsa, boniato, guisantes, zanahoria, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). Componentes analíticos: Proteína Bruta: 16,4%, Grasa bruta: 8,2%, Fibra bruta: 0,72%, Ceniza bruta: 0,7%, Humedad: 74,08%. Energía metabolizable/Kg: 1356 kcal - 5674 kJ. </P>
<P><STRONG>Estofado de Pato. </STRONG>Composición: 97% pato fresco en su salsa, boniato, guisantes, zanahoria, perejil, cúrcuma, tomate, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). Componentes analíticos: Proteína Bruta: 16,8%, Grasa bruta: 8,5%, Fibra bruta: 0,8%, Ceniza bruta: 0,9%, Humedad: 73,8%. Energía metabolizable/Kg: 1401 kcal - 5862 kJ.</P>
<P><STRONG>Estofado de Cerdo.</STRONG> Composición: 97% cerdo fresco en su salsa, guisantes, zanahorias, boniato, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). Componentes analíticos: Proteína Bruta: 12,3%, Grasa bruta: 8,2%, Fibra bruta: 0,72%, Ceniza bruta: 0,7%, Humedad: 78,8%. Energía metabolizable/Kg: 1230 kcal - 5146 kJ. </P>
<P><STRONG>Estofado de oreja de Cerdo.</STRONG> Composición: 97% oreja de cerdo fresca en su salsa, guisantes, zanahorias, boniato, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5).Componentes analíticos: Proteína Bruta: 12,2%, Grasa bruta: 13,3%, Fibra bruta: 0,7%, Ceniza bruta: 0,7%, Humedad: 73,8%. Energía metabolizable/Kg: 1657 kcal - 6933 kJ. </P>
<P><STRONG>Estofado de Pescado.</STRONG> Composición: 97% atún fresco en su salsa, zanahoria, guisantes, calabaza, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). Componentes analíticos: Proteína Bruta: 19,8%, Grasa bruta: 0,9%, Fibra bruta: 1,4%, Ceniza bruta: 0,7%, Humedad: 76,7%. Energía metabolizable/Kg: 893 kcal - 3736 kJ. </P>
<P><STRONG>Estofado de Ternera.</STRONG> Composición: 97% carne fresca de ternera en su salsa, boniato, guisantes, zanahoria, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). Componentes analíticos: Proteína Bruta: 12,5%, Grasa bruta: 8,3%, Fibra bruta: 0,74%, Ceniza bruta: 0,8%, Humedad: 77,7%. Energía metabolizable/Kg: 1245 kcal - 5211 kJ. &nbsp;</P>"
2130;FreshHome;P1400;P1400;8,43512E+12;"<P><STRONG>Composición:</STRONG> 97% pollo fresco en su salsa, boniato, guisantes, zanahoria, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). </P>
<P><STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 16,4%, Grasa bruta: 8,2%, Fibra bruta: 0,72%, Ceniza bruta: 0,7%, Humedad: 74,08%. Energía metabolizable/Kg: 1356 kcal - 5674 kJ. </P>
<UL>
<LI><STRONG>Auténtica cocina casera. </STRONG></LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI><STRONG>Grain Free.</STRONG> Perfecta para perros con estómagos sensibles o alergias. </LI>
<LI><STRONG>Cocinado lentamente,</STRONG> conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad.</STRONG> Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío.</STRONG> No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal.</STRONG> Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac</STRONG>. Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
2131;FreshHome;P1401;P1401;8,43512E+12;"<P><STRONG>Composición:</STRONG> 97% cerdo fresco en su salsa, guisantes, zanahorias, boniato, especias. Aditivos nutricionales: Vitaminas (IU/kg): Vitamina A (3a672a) 8011, Vitamina D3 (3a671) 513, Vitamina E (3a700) 160. Minerales: 3b503 (Mn:3,2), 3b103 (Fe:32), 3b405 (Cu:4,3), 3b603 (Zn:35), 3b201 (I:0,5). <STRONG>Componentes analíticos:</STRONG> Proteína Bruta: 12,3%, Grasa bruta: 8,2%, Fibra bruta: 0,72%, Ceniza bruta: 0,7%, Humedad: 78,8%. Energía metabolizable/Kg: 1230 kcal - 5146 kJ.</P>
<UL>
<LI><STRONG>Auténtica cocina casera. </STRONG></LI>
<LI><STRONG>Con un 97% de carne fresca</STRONG> y vegetales de proximidad, seleccionados para promover la salud y vitalidad de tu perro. ¡Con los mismos ingredientes que se utilizan en la alimentación humana!. </LI>
<LI>Grain Free. Perfecta para perros con estómagos sensibles o alergias. </LI>
<LI><STRONG>Cocinado lentamente,</STRONG> conservando mejor los nutrientes, el sabor y la textura natural que tanto disfrutan. </LI>
<LI><STRONG>Alta palatabilidad</STRONG>, gracias al toque culinario. </LI>
<LI><STRONG>Máxima digestibilidad.</STRONG> Favorece la salud digestiva, la inmunidad y una mejor absorción de nutrientes. </LI>
<LI><STRONG>Práctico y sin frío.</STRONG> No necesita refrigeración ni congelación: siempre listo para servir. </LI>
<LI><STRONG>Natural de verdad.</STRONG> Sin conservantes, colorantes ni aditivos artificiales. Solo ingredientes que conoces y de confianza. </LI>
<LI><STRONG>Formulado por veterinarios y expertos en nutrición animal.</STRONG> Pensada para cubrir todas las necesidades de tu perro. </LI>
<LI><STRONG>Envase con Tecnología patentada OpenVac.</STRONG> Sellado al vacío sin necesidad de conservantes, prolongando así su vida útil. Permite cocinar a baja temperatura preservando las propiedades de los alimentos. </LI></UL>"
